source,destination,distance_km,base_time_hr,road_type,road_type_code,src_lat,src_lon,dst_lat,dst_lon
Mathura,Bhopal,471.4,6.28,highway,2,27.4924,77.6737,23.2599,77.4126
Bhopal,Mathura,471.4,6.28,highway,2,23.2599,77.4126,27.4924,77.6737
Mathura,Bangalore,1614.7,21.53,highway,2,27.4924,77.6737,12.9716,77.5946
Bangalore,Mathura,1614.7,21.53,highway,2,12.9716,77.5946,27.4924,77.6737
Mathura,Chennai,1624.8,21.66,highway,2,27.4924,77.6737,13.0827,80.2707
Chennai,Mathura,1624.8,21.66,highway,2,13.0827,80.2707,27.4924,77.6737
Mathura,Hyderabad,1127.0,15.03,highway,2,27.4924,77.6737,17.385,78.4867
Hyderabad,Mathura,1127.0,15.03,highway,2,17.385,78.4867,27.4924,77.6737
Mathura,Kochi,1958.3,26.11,highway,2,27.4924,77.6737,9.9312,76.2673
Kochi,Mathura,1958.3,26.11,highway,2,9.9312,76.2673,27.4924,77.6737
Mathura,Coimbatore,1833.5,24.45,highway,2,27.4924,77.6737,11.0168,76.9558
Coimbatore,Mathura,1833.5,24.45,highway,2,11.0168,76.9558,27.4924,77.6737
Mathura,Kolkata,1207.3,16.1,highway,2,27.4924,77.6737,22.5726,88.3639
Kolkata,Mathura,1207.3,16.1,highway,2,22.5726,88.3639,27.4924,77.6737
Mathura,Patna,771.7,10.29,highway,2,27.4924,77.6737,25.5941,85.1376
Patna,Mathura,771.7,10.29,highway,2,25.5941,85.1376,27.4924,77.6737
Mathura,Bhubaneswar,1151.2,15.35,highway,2,27.4924,77.6737,20.2961,85.8245
Bhubaneswar,Mathura,1151.2,15.35,highway,2,20.2961,85.8245,27.4924,77.6737
Mathura,Guwahati,1402.7,18.7,highway,2,27.4924,77.6737,26.1445,91.7362
Guwahati,Mathura,1402.7,18.7,highway,2,26.1445,91.7362,27.4924,77.6737
Mathura,Ranchi,894.6,11.93,highway,2,27.4924,77.6737,23.3441,85.3096
Ranchi,Mathura,894.6,11.93,highway,2,23.3441,85.3096,27.4924,77.6737
Meerut,Haridwar,115.7,2.1,regional,1,28.9845,77.7064,29.9457,78.1642
Haridwar,Meerut,115.7,2.1,regional,1,29.9457,78.1642,28.9845,77.7064
Meerut,Chandigarh,214.0,3.89,regional,1,28.9845,77.7064,30.7333,76.7794
Chandigarh,Meerut,214.0,3.89,regional,1,30.7333,76.7794,28.9845,77.7064
Meerut,Amritsar,401.0,5.35,highway,2,28.9845,77.7064,31.634,74.8723
Amritsar,Meerut,401.0,5.35,highway,2,31.634,74.8723,28.9845,77.7064
Meerut,Ludhiana,277.8,3.7,highway,2,28.9845,77.7064,30.901,75.8573
Ludhiana,Meerut,277.8,3.7,highway,2,30.901,75.8573,28.9845,77.7064
Meerut,Mumbai,1205.6,16.07,highway,2,28.9845,77.7064,19.076,72.8777
Mumbai,Meerut,1205.6,16.07,highway,2,19.076,72.8777,28.9845,77.7064
Meerut,Pune,1227.5,16.37,highway,2,28.9845,77.7064,18.5204,73.8567
Pune,Meerut,1227.5,16.37,highway,2,18.5204,73.8567,28.9845,77.7064
Meerut,Nashik,1074.7,14.33,highway,2,28.9845,77.7064,20.0006,73.7828
Nashik,Meerut,1074.7,14.33,highway,2,20.0006,73.7828,28.9845,77.7064
Meerut,Nagpur,882.6,11.77,highway,2,28.9845,77.7064,21.1458,79.0882
Nagpur,Meerut,882.6,11.77,highway,2,21.1458,79.0882,28.9845,77.7064
Meerut,Ahmedabad,838.1,11.17,highway,2,28.9845,77.7064,23.0225,72.5714
Ahmedabad,Meerut,838.1,11.17,highway,2,23.0225,72.5714,28.9845,77.7064
Meerut,Surat,997.7,13.3,highway,2,28.9845,77.7064,21.1702,72.8311
Surat,Meerut,997.7,13.3,highway,2,21.1702,72.8311,28.9845,77.7064
Meerut,Vadodara,869.8,11.6,highway,2,28.9845,77.7064,22.3072,73.1812
Vadodara,Meerut,869.8,11.6,highway,2,22.3072,73.1812,28.9845,77.7064
Meerut,Rajkot,1014.8,13.53,highway,2,28.9845,77.7064,22.3039,70.8022
Rajkot,Meerut,1014.8,13.53,highway,2,22.3039,70.8022,28.9845,77.7064
Meerut,Indore,720.7,9.61,highway,2,28.9845,77.7064,22.7196,75.8577
Indore,Meerut,720.7,9.61,highway,2,22.7196,75.8577,28.9845,77.7064
Meerut,Bhopal,637.2,8.5,highway,2,28.9845,77.7064,23.2599,77.4126
Bhopal,Meerut,637.2,8.5,highway,2,23.2599,77.4126,28.9845,77.7064
Meerut,Bangalore,1780.6,23.74,highway,2,28.9845,77.7064,12.9716,77.5946
Bangalore,Meerut,1780.6,23.74,highway,2,12.9716,77.5946,28.9845,77.7064
Meerut,Chennai,1787.9,23.84,highway,2,28.9845,77.7064,13.0827,80.2707
Chennai,Meerut,1787.9,23.84,highway,2,13.0827,80.2707,28.9845,77.7064
Meerut,Hyderabad,1292.3,17.23,highway,2,28.9845,77.7064,17.385,78.4867
Hyderabad,Meerut,1292.3,17.23,highway,2,17.385,78.4867,28.9845,77.7064
Meerut,Kochi,2123.9,28.32,highway,2,28.9845,77.7064,9.9312,76.2673
Kochi,Meerut,2123.9,28.32,highway,2,9.9312,76.2673,28.9845,77.7064
Meerut,Coimbatore,1999.4,26.66,highway,2,28.9845,77.7064,11.0168,76.9558
Coimbatore,Meerut,1999.4,26.66,highway,2,11.0168,76.9558,28.9845,77.7064
Meerut,Kolkata,1282.4,17.1,highway,2,28.9845,77.7064,22.5726,88.3639
Kolkata,Meerut,1282.4,17.1,highway,2,22.5726,88.3639,28.9845,77.7064
Meerut,Patna,825.2,11.0,highway,2,28.9845,77.7064,25.5941,85.1376
Patna,Meerut,825.2,11.0,highway,2,25.5941,85.1376,28.9845,77.7064
Meerut,Bhubaneswar,1266.6,16.89,highway,2,28.9845,77.7064,20.2961,85.8245
Bhubaneswar,Meerut,1266.6,16.89,highway,2,20.2961,85.8245,28.9845,77.7064
Meerut,Guwahati,1417.6,18.9,highway,2,28.9845,77.7064,26.1445,91.7362
Guwahati,Meerut,1417.6,18.9,highway,2,26.1445,91.7362,28.9845,77.7064
Meerut,Ranchi,984.0,13.12,highway,2,28.9845,77.7064,23.3441,85.3096
Ranchi,Meerut,984.0,13.12,highway,2,23.3441,85.3096,28.9845,77.7064
Haridwar,Chandigarh,159.2,2.89,regional,1,29.9457,78.1642,30.7333,76.7794
Chandigarh,Haridwar,159.2,2.89,regional,1,30.7333,76.7794,29.9457,78.1642
Haridwar,Amritsar,366.2,4.88,highway,2,29.9457,78.1642,31.634,74.8723
Amritsar,Haridwar,366.2,4.88,highway,2,31.634,74.8723,29.9457,78.1642
Haridwar,Ludhiana,245.4,4.46,regional,1,29.9457,78.1642,30.901,75.8573
Ludhiana,Haridwar,245.4,4.46,regional,1,30.901,75.8573,29.9457,78.1642
Haridwar,Mumbai,1321.2,17.62,highway,2,29.9457,78.1642,19.076,72.8777
Mumbai,Haridwar,1321.2,17.62,highway,2,19.076,72.8777,29.9457,78.1642
Haridwar,Pune,1343.0,17.91,highway,2,29.9457,78.1642,18.5204,73.8567
Pune,Haridwar,1343.0,17.91,highway,2,18.5204,73.8567,29.9457,78.1642
Haridwar,Nashik,1190.4,15.87,highway,2,29.9457,78.1642,20.0006,73.7828
Nashik,Haridwar,1190.4,15.87,highway,2,20.0006,73.7828,29.9457,78.1642
Haridwar,Nagpur,982.9,13.1,highway,2,29.9457,78.1642,21.1458,79.0882
Nagpur,Haridwar,982.9,13.1,highway,2,21.1458,79.0882,29.9457,78.1642
Haridwar,Ahmedabad,949.6,12.66,highway,2,29.9457,78.1642,23.0225,72.5714
Ahmedabad,Haridwar,949.6,12.66,highway,2,23.0225,72.5714,29.9457,78.1642
Haridwar,Surat,1112.4,14.83,highway,2,29.9457,78.1642,21.1702,72.8311
Surat,Haridwar,1112.4,14.83,highway,2,21.1702,72.8311,29.9457,78.1642
Haridwar,Vadodara,984.0,13.12,highway,2,29.9457,78.1642,22.3072,73.1812
Vadodara,Haridwar,984.0,13.12,highway,2,22.3072,73.1812,29.9457,78.1642
Haridwar,Rajkot,1122.8,14.97,highway,2,29.9457,78.1642,22.3039,70.8022
Rajkot,Haridwar,1122.8,14.97,highway,2,22.3039,70.8022,29.9457,78.1642
Haridwar,Indore,835.7,11.14,highway,2,29.9457,78.1642,22.7196,75.8577
Indore,Haridwar,835.7,11.14,highway,2,22.7196,75.8577,29.9457,78.1642
Haridwar,Bhopal,747.2,9.96,highway,2,29.9457,78.1642,23.2599,77.4126
Bhopal,Haridwar,747.2,9.96,highway,2,23.2599,77.4126,29.9457,78.1642
Haridwar,Bangalore,1888.3,25.18,highway,2,29.9457,78.1642,12.9716,77.5946
Bangalore,Haridwar,1888.3,25.18,highway,2,12.9716,77.5946,29.9457,78.1642
Haridwar,Chennai,1887.6,25.17,highway,2,29.9457,78.1642,13.0827,80.2707
Chennai,Haridwar,1887.6,25.17,highway,2,13.0827,80.2707,29.9457,78.1642
Haridwar,Hyderabad,1397.1,18.63,highway,2,29.9457,78.1642,17.385,78.4867
Hyderabad,Haridwar,1397.1,18.63,highway,2,17.385,78.4867,29.9457,78.1642
Haridwar,Kochi,2234.2,29.79,highway,2,29.9457,78.1642,9.9312,76.2673
Kochi,Haridwar,2234.2,29.79,highway,2,9.9312,76.2673,29.9457,78.1642
Haridwar,Coimbatore,2108.5,28.11,highway,2,29.9457,78.1642,11.0168,76.9558
Coimbatore,Haridwar,2108.5,28.11,highway,2,11.0168,76.9558,29.9457,78.1642
Haridwar,Kolkata,1305.2,17.4,highway,2,29.9457,78.1642,22.5726,88.3639
Kolkata,Haridwar,1305.2,17.4,highway,2,22.5726,88.3639,29.9457,78.1642
Haridwar,Patna,839.2,11.19,highway,2,29.9457,78.1642,25.5941,85.1376
Patna,Haridwar,839.2,11.19,highway,2,25.5941,85.1376,29.9457,78.1642
Haridwar,Bhubaneswar,1320.4,17.61,highway,2,29.9457,78.1642,20.2961,85.8245
Bhubaneswar,Haridwar,1320.4,17.61,highway,2,20.2961,85.8245,29.9457,78.1642
Haridwar,Guwahati,1396.3,18.62,highway,2,29.9457,78.1642,26.1445,91.7362
Guwahati,Haridwar,1396.3,18.62,highway,2,26.1445,91.7362,29.9457,78.1642
Haridwar,Ranchi,1020.8,13.61,highway,2,29.9457,78.1642,23.3441,85.3096
Ranchi,Haridwar,1020.8,13.61,highway,2,23.3441,85.3096,29.9457,78.1642
Chandigarh,Amritsar,207.2,3.77,regional,1,30.7333,76.7794,31.634,74.8723
Amritsar,Chandigarh,207.2,3.77,regional,1,31.634,74.8723,30.7333,76.7794
Chandigarh,Ludhiana,90.0,1.64,regional,1,30.7333,76.7794,30.901,75.8573
Ludhiana,Chandigarh,90.0,1.64,regional,1,30.901,75.8573,30.7333,76.7794
Chandigarh,Mumbai,1354.3,18.06,highway,2,30.7333,76.7794,19.076,72.8777
Mumbai,Chandigarh,1354.3,18.06,highway,2,19.076,72.8777,30.7333,76.7794
Chandigarh,Pune,1389.6,18.53,highway,2,30.7333,76.7794,18.5204,73.8567
Pune,Chandigarh,1389.6,18.53,highway,2,18.5204,73.8567,30.7333,76.7794
Chandigarh,Nashik,1230.6,16.41,highway,2,30.7333,76.7794,20.0006,73.7828
Nashik,Chandigarh,1230.6,16.41,highway,2,20.0006,73.7828,30.7333,76.7794
Chandigarh,Nagpur,1090.7,14.54,highway,2,30.7333,76.7794,21.1458,79.0882
Nagpur,Chandigarh,1090.7,14.54,highway,2,21.1458,79.0882,30.7333,76.7794
Chandigarh,Ahmedabad,953.3,12.71,highway,2,30.7333,76.7794,23.0225,72.5714
Ahmedabad,Chandigarh,953.3,12.71,highway,2,23.0225,72.5714,30.7333,76.7794
Chandigarh,Surat,1134.0,15.12,highway,2,30.7333,76.7794,21.1702,72.8311
Surat,Chandigarh,1134.0,15.12,highway,2,21.1702,72.8311,30.7333,76.7794
Chandigarh,Vadodara,1002.8,13.37,highway,2,30.7333,76.7794,22.3072,73.1812
Vadodara,Chandigarh,1002.8,13.37,highway,2,22.3072,73.1812,30.7333,76.7794
Chandigarh,Rajkot,1109.5,14.79,highway,2,30.7333,76.7794,22.3039,70.8022
Rajkot,Chandigarh,1109.5,14.79,highway,2,22.3039,70.8022,30.7333,76.7794
Chandigarh,Indore,895.8,11.94,highway,2,30.7333,76.7794,22.7196,75.8577
Indore,Chandigarh,895.8,11.94,highway,2,22.7196,75.8577,30.7333,76.7794
Chandigarh,Bhopal,833.4,11.11,highway,2,30.7333,76.7794,23.2599,77.4126
Bhopal,Chandigarh,833.4,11.11,highway,2,23.2599,77.4126,30.7333,76.7794
Chandigarh,Bangalore,1976.8,26.36,highway,2,30.7333,76.7794,12.9716,77.5946
Bangalore,Chandigarh,1976.8,26.36,highway,2,12.9716,77.5946,30.7333,76.7794
Chandigarh,Chennai,1995.0,26.6,highway,2,30.7333,76.7794,13.0827,80.2707
Chennai,Chandigarh,1995.0,26.6,highway,2,13.0827,80.2707,30.7333,76.7794
Chandigarh,Hyderabad,1494.3,19.92,highway,2,30.7333,76.7794,17.385,78.4867
Hyderabad,Chandigarh,1494.3,19.92,highway,2,17.385,78.4867,30.7333,76.7794
Chandigarh,Kochi,2313.7,30.85,highway,2,30.7333,76.7794,9.9312,76.2673
Kochi,Chandigarh,2313.7,30.85,highway,2,9.9312,76.2673,30.7333,76.7794
Chandigarh,Coimbatore,2192.5,29.23,highway,2,30.7333,76.7794,11.0168,76.9558
Coimbatore,Chandigarh,2192.5,29.23,highway,2,11.0168,76.9558,30.7333,76.7794
Chandigarh,Kolkata,1464.2,19.52,highway,2,30.7333,76.7794,22.5726,88.3639
Kolkata,Chandigarh,1464.2,19.52,highway,2,22.5726,88.3639,30.7333,76.7794
Chandigarh,Patna,998.4,13.31,highway,2,30.7333,76.7794,25.5941,85.1376
Patna,Chandigarh,998.4,13.31,highway,2,25.5941,85.1376,30.7333,76.7794
Chandigarh,Bhubaneswar,1471.9,19.63,highway,2,30.7333,76.7794,20.2961,85.8245
Bhubaneswar,Chandigarh,1471.9,19.63,highway,2,20.2961,85.8245,30.7333,76.7794
Chandigarh,Guwahati,1547.3,20.63,highway,2,30.7333,76.7794,26.1445,91.7362
Guwahati,Chandigarh,1547.3,20.63,highway,2,26.1445,91.7362,30.7333,76.7794
Chandigarh,Ranchi,1177.6,15.7,highway,2,30.7333,76.7794,23.3441,85.3096
Ranchi,Chandigarh,1177.6,15.7,highway,2,23.3441,85.3096,30.7333,76.7794
Amritsar,Ludhiana,124.1,2.26,regional,1,31.634,74.8723,30.901,75.8573
Ludhiana,Amritsar,124.1,2.26,regional,1,30.901,75.8573,31.634,74.8723
Amritsar,Mumbai,1410.6,18.81,highway,2,31.634,74.8723,19.076,72.8777
Mumbai,Amritsar,1410.6,18.81,highway,2,19.076,72.8777,31.634,74.8723
Amritsar,Pune,1461.7,19.49,highway,2,31.634,74.8723,18.5204,73.8567
Pune,Amritsar,1461.7,19.49,highway,2,18.5204,73.8567,31.634,74.8723
Amritsar,Nashik,1298.1,17.31,highway,2,31.634,74.8723,20.0006,73.7828
Nashik,Amritsar,1298.1,17.31,highway,2,20.0006,73.7828,31.634,74.8723
Amritsar,Nagpur,1239.2,16.52,highway,2,31.634,74.8723,21.1458,79.0882
Nagpur,Amritsar,1239.2,16.52,highway,2,21.1458,79.0882,31.634,74.8723
Amritsar,Ahmedabad,984.1,13.12,highway,2,31.634,74.8723,23.0225,72.5714
Ahmedabad,Amritsar,984.1,13.12,highway,2,23.0225,72.5714,31.634,74.8723
Amritsar,Surat,1181.1,15.75,highway,2,31.634,74.8723,21.1702,72.8311
Surat,Amritsar,1181.1,15.75,highway,2,21.1702,72.8311,31.634,74.8723
Amritsar,Vadodara,1050.5,14.01,highway,2,31.634,74.8723,22.3072,73.1812
Vadodara,Amritsar,1050.5,14.01,highway,2,22.3072,73.1812,31.634,74.8723
Amritsar,Rajkot,1112.8,14.84,highway,2,31.634,74.8723,22.3039,70.8022
Rajkot,Amritsar,1112.8,14.84,highway,2,22.3039,70.8022,31.634,74.8723
Amritsar,Indore,996.0,13.28,highway,2,31.634,74.8723,22.7196,75.8577
Indore,Amritsar,996.0,13.28,highway,2,22.7196,75.8577,31.634,74.8723
Amritsar,Bhopal,964.2,12.86,highway,2,31.634,74.8723,23.2599,77.4126
Bhopal,Amritsar,964.2,12.86,highway,2,23.2599,77.4126,31.634,74.8723
Amritsar,Bangalore,2093.7,27.92,highway,2,31.634,74.8723,12.9716,77.5946
Bangalore,Amritsar,2093.7,27.92,highway,2,12.9716,77.5946,31.634,74.8723
Amritsar,Chennai,2135.2,28.47,highway,2,31.634,74.8723,13.0827,80.2707
Chennai,Amritsar,2135.2,28.47,highway,2,13.0827,80.2707,31.634,74.8723
Amritsar,Hyderabad,1625.7,21.68,highway,2,31.634,74.8723,17.385,78.4867
Hyderabad,Amritsar,1625.7,21.68,highway,2,17.385,78.4867,31.634,74.8723
Amritsar,Kochi,2417.5,32.23,highway,2,31.634,74.8723,9.9312,76.2673
Kochi,Amritsar,2417.5,32.23,highway,2,9.9312,76.2673,31.634,74.8723
Amritsar,Coimbatore,2302.5,30.7,highway,2,31.634,74.8723,11.0168,76.9558
Coimbatore,Amritsar,2302.5,30.7,highway,2,11.0168,76.9558,31.634,74.8723
Amritsar,Kolkata,1670.4,22.27,highway,2,31.634,74.8723,22.5726,88.3639
Kolkata,Amritsar,1670.4,22.27,highway,2,22.5726,88.3639,31.634,74.8723
Amritsar,Patna,1205.3,16.07,highway,2,31.634,74.8723,25.5941,85.1376
Patna,Amritsar,1205.3,16.07,highway,2,25.5941,85.1376,31.634,74.8723
Amritsar,Bhubaneswar,1667.6,22.23,highway,2,31.634,74.8723,20.2961,85.8245
Bhubaneswar,Amritsar,1667.6,22.23,highway,2,20.2961,85.8245,31.634,74.8723
Amritsar,Guwahati,1749.2,23.32,highway,2,31.634,74.8723,26.1445,91.7362
Guwahati,Amritsar,1749.2,23.32,highway,2,26.1445,91.7362,31.634,74.8723
Amritsar,Ranchi,1380.5,18.41,highway,2,31.634,74.8723,23.3441,85.3096
Ranchi,Amritsar,1380.5,18.41,highway,2,23.3441,85.3096,31.634,74.8723
Ludhiana,Mumbai,1348.5,17.98,highway,2,30.901,75.8573,19.076,72.8777
Mumbai,Ludhiana,1348.5,17.98,highway,2,19.076,72.8777,30.901,75.8573
Ludhiana,Pune,1391.3,18.55,highway,2,30.901,75.8573,18.5204,73.8567
Pune,Ludhiana,1391.3,18.55,highway,2,18.5204,73.8567,30.901,75.8573
Ludhiana,Nashik,1229.7,16.4,highway,2,30.901,75.8573,20.0006,73.7828
Nashik,Ludhiana,1229.7,16.4,highway,2,20.0006,73.7828,30.901,75.8573
Ludhiana,Nagpur,1131.6,15.09,highway,2,30.901,75.8573,21.1458,79.0882
Nagpur,Ludhiana,1131.6,15.09,highway,2,21.1458,79.0882,30.901,75.8573
Ludhiana,Ahmedabad,934.5,12.46,highway,2,30.901,75.8573,23.0225,72.5714
Ahmedabad,Ludhiana,934.5,12.46,highway,2,23.0225,72.5714,30.901,75.8573
Ludhiana,Surat,1123.3,14.98,highway,2,30.901,75.8573,21.1702,72.8311
Surat,Ludhiana,1123.3,14.98,highway,2,21.1702,72.8311,30.901,75.8573
Ludhiana,Vadodara,991.8,13.22,highway,2,30.901,75.8573,22.3072,73.1812
Vadodara,Ludhiana,991.8,13.22,highway,2,22.3072,73.1812,30.901,75.8573
Ludhiana,Rajkot,1079.6,14.39,highway,2,30.901,75.8573,22.3039,70.8022
Rajkot,Ludhiana,1079.6,14.39,highway,2,22.3039,70.8022,30.901,75.8573
Ludhiana,Indore,909.7,12.13,highway,2,30.901,75.8573,22.7196,75.8577
Indore,Ludhiana,909.7,12.13,highway,2,22.7196,75.8577,30.901,75.8573
Ludhiana,Bhopal,863.5,11.51,highway,2,30.901,75.8573,23.2599,77.4126
Bhopal,Ludhiana,863.5,11.51,highway,2,23.2599,77.4126,30.901,75.8573
Ludhiana,Bangalore,2001.6,26.69,highway,2,30.901,75.8573,12.9716,77.5946
Bangalore,Ludhiana,2001.6,26.69,highway,2,12.9716,77.5946,30.901,75.8573
Ludhiana,Chennai,2032.3,27.1,highway,2,30.901,75.8573,13.0827,80.2707
Chennai,Ludhiana,2032.3,27.1,highway,2,13.0827,80.2707,30.901,75.8573
Ludhiana,Hyderabad,1526.2,20.35,highway,2,30.901,75.8573,17.385,78.4867
Hyderabad,Ludhiana,1526.2,20.35,highway,2,17.385,78.4867,30.901,75.8573
Ludhiana,Kochi,2332.1,31.09,highway,2,30.901,75.8573,9.9312,76.2673
Kochi,Ludhiana,2332.1,31.09,highway,2,9.9312,76.2673,30.901,75.8573
Ludhiana,Coimbatore,2213.9,29.52,highway,2,30.901,75.8573,11.0168,76.9558
Coimbatore,Ludhiana,2213.9,29.52,highway,2,11.0168,76.9558,30.901,75.8573
Ludhiana,Kolkata,1547.3,20.63,highway,2,30.901,75.8573,22.5726,88.3639
Kolkata,Ludhiana,1547.3,20.63,highway,2,22.5726,88.3639,30.901,75.8573
Ludhiana,Patna,1083.1,14.44,highway,2,30.901,75.8573,25.5941,85.1376
Patna,Ludhiana,1083.1,14.44,highway,2,25.5941,85.1376,30.901,75.8573
Ludhiana,Bhubaneswar,1544.1,20.59,highway,2,30.901,75.8573,20.2961,85.8245
Bhubaneswar,Ludhiana,1544.1,20.59,highway,2,20.2961,85.8245,30.901,75.8573
Ludhiana,Guwahati,1637.2,21.83,highway,2,30.901,75.8573,26.1445,91.7362
Guwahati,Ludhiana,1637.2,21.83,highway,2,26.1445,91.7362,30.901,75.8573
Ludhiana,Ranchi,1256.4,16.75,highway,2,30.901,75.8573,23.3441,85.3096
Ranchi,Ludhiana,1256.4,16.75,highway,2,23.3441,85.3096,30.901,75.8573
Mumbai,Pune,120.2,2.18,regional,1,19.076,72.8777,18.5204,73.8567
Pune,Mumbai,120.2,2.18,regional,1,18.5204,73.8567,19.076,72.8777
Mumbai,Nashik,139.9,2.54,regional,1,19.076,72.8777,20.0006,73.7828
Nashik,Mumbai,139.9,2.54,regional,1,20.0006,73.7828,19.076,72.8777
Mumbai,Nagpur,688.0,9.17,highway,2,19.076,72.8777,21.1458,79.0882
Nagpur,Mumbai,688.0,9.17,highway,2,21.1458,79.0882,19.076,72.8777
Mumbai,Ahmedabad,440.0,5.87,highway,2,19.076,72.8777,23.0225,72.5714
Ahmedabad,Mumbai,440.0,5.87,highway,2,23.0225,72.5714,19.076,72.8777
Mumbai,Surat,232.9,4.23,regional,1,19.076,72.8777,21.1702,72.8311
Surat,Mumbai,232.9,4.23,regional,1,21.1702,72.8311,19.076,72.8777
Mumbai,Vadodara,360.7,4.81,highway,2,19.076,72.8777,22.3072,73.1812
Vadodara,Mumbai,360.7,4.81,highway,2,22.3072,73.1812,19.076,72.8777
Mumbai,Rajkot,418.8,5.58,highway,2,19.076,72.8777,22.3039,70.8022
Rajkot,Mumbai,418.8,5.58,highway,2,22.3039,70.8022,19.076,72.8777
Mumbai,Indore,509.8,6.8,highway,2,19.076,72.8777,22.7196,75.8577
Indore,Mumbai,509.8,6.8,highway,2,22.7196,75.8577,19.076,72.8777
Mumbai,Bhopal,661.4,8.82,highway,2,19.076,72.8777,23.2599,77.4126
Bhopal,Mumbai,661.4,8.82,highway,2,23.2599,77.4126,19.076,72.8777
Mumbai,Bangalore,845.3,11.27,highway,2,19.076,72.8777,12.9716,77.5946
Bangalore,Mumbai,845.3,11.27,highway,2,12.9716,77.5946,19.076,72.8777
Mumbai,Chennai,1033.1,13.77,highway,2,19.076,72.8777,13.0827,80.2707
Chennai,Mumbai,1033.1,13.77,highway,2,13.0827,80.2707,19.076,72.8777
Mumbai,Hyderabad,621.5,8.29,highway,2,19.076,72.8777,17.385,78.4867
Hyderabad,Mumbai,621.5,8.29,highway,2,17.385,78.4867,19.076,72.8777
Mumbai,Kochi,1080.2,14.4,highway,2,19.076,72.8777,9.9312,76.2673
Kochi,Mumbai,1080.2,14.4,highway,2,9.9312,76.2673,19.076,72.8777
Mumbai,Coimbatore,997.2,13.3,highway,2,19.076,72.8777,11.0168,76.9558
Coimbatore,Mumbai,997.2,13.3,highway,2,11.0168,76.9558,19.076,72.8777
Mumbai,Kolkata,1654.8,22.06,highway,2,19.076,72.8777,22.5726,88.3639
Kolkata,Mumbai,1654.8,22.06,highway,2,22.5726,88.3639,19.076,72.8777
Mumbai,Patna,1453.2,19.38,highway,2,19.076,72.8777,25.5941,85.1376
Patna,Mumbai,1453.2,19.38,highway,2,25.5941,85.1376,19.076,72.8777
Mumbai,Bhubaneswar,1361.9,18.16,highway,2,19.076,72.8777,20.2961,85.8245
Bhubaneswar,Mumbai,1361.9,18.16,highway,2,20.2961,85.8245,19.076,72.8777
Mumbai,Guwahati,2086.3,27.82,highway,2,19.076,72.8777,26.1445,91.7362
Guwahati,Mumbai,2086.3,27.82,highway,2,26.1445,91.7362,19.076,72.8777
Mumbai,Ranchi,1372.6,18.3,highway,2,19.076,72.8777,23.3441,85.3096
Ranchi,Mumbai,1372.6,18.3,highway,2,23.3441,85.3096,19.076,72.8777
Pune,Nashik,164.8,3.0,regional,1,18.5204,73.8567,20.0006,73.7828
Nashik,Pune,164.8,3.0,regional,1,20.0006,73.7828,18.5204,73.8567
Pune,Nagpur,620.1,8.27,highway,2,18.5204,73.8567,21.1458,79.0882
Nagpur,Pune,620.1,8.27,highway,2,21.1458,79.0882,18.5204,73.8567
Pune,Ahmedabad,518.1,6.91,highway,2,18.5204,73.8567,23.0225,72.5714
Ahmedabad,Pune,518.1,6.91,highway,2,23.0225,72.5714,18.5204,73.8567
Pune,Surat,313.6,4.18,highway,2,18.5204,73.8567,21.1702,72.8311
Surat,Pune,313.6,4.18,highway,2,21.1702,72.8311,18.5204,73.8567
Pune,Vadodara,426.9,5.69,highway,2,18.5204,73.8567,22.3072,73.1812
Vadodara,Pune,426.9,5.69,highway,2,22.3072,73.1812,18.5204,73.8567
Pune,Rajkot,527.5,7.03,highway,2,18.5204,73.8567,22.3039,70.8022
Rajkot,Pune,527.5,7.03,highway,2,22.3039,70.8022,18.5204,73.8567
Pune,Indore,511.2,6.82,highway,2,18.5204,73.8567,22.7196,75.8577
Indore,Pune,511.2,6.82,highway,2,22.7196,75.8577,18.5204,73.8567
Pune,Bhopal,643.5,8.58,highway,2,18.5204,73.8567,23.2599,77.4126
Bhopal,Pune,643.5,8.58,highway,2,23.2599,77.4126,18.5204,73.8567
Pune,Bangalore,735.2,9.8,highway,2,18.5204,73.8567,12.9716,77.5946
Bangalore,Pune,735.2,9.8,highway,2,12.9716,77.5946,18.5204,73.8567
Pune,Chennai,914.4,12.19,highway,2,18.5204,73.8567,13.0827,80.2707
Chennai,Pune,914.4,12.19,highway,2,13.0827,80.2707,18.5204,73.8567
Pune,Hyderabad,505.8,6.74,highway,2,18.5204,73.8567,17.385,78.4867
Hyderabad,Pune,505.8,6.74,highway,2,17.385,78.4867,18.5204,73.8567
Pune,Kochi,989.7,13.2,highway,2,18.5204,73.8567,9.9312,76.2673
Kochi,Pune,989.7,13.2,highway,2,9.9312,76.2673,18.5204,73.8567
Pune,Coimbatore,898.3,11.98,highway,2,18.5204,73.8567,11.0168,76.9558
Coimbatore,Pune,898.3,11.98,highway,2,11.0168,76.9558,18.5204,73.8567
Pune,Kolkata,1575.4,21.01,highway,2,18.5204,73.8567,22.5726,88.3639
Kolkata,Pune,1575.4,21.01,highway,2,22.5726,88.3639,18.5204,73.8567
Pune,Patna,1402.5,18.7,highway,2,18.5204,73.8567,25.5941,85.1376
Patna,Pune,1402.5,18.7,highway,2,25.5941,85.1376,18.5204,73.8567
Pune,Bhubaneswar,1270.3,16.94,highway,2,18.5204,73.8567,20.2961,85.8245
